Client,Street,City,State,ZIP
B04577,800 The Midway   ,Slaina,KS,67401
B04578,1705 West Koenig Lane   ,Austin,TX,78756
B04585,11338 W. 135th St.   ,Overland Park,KS,66221
B04587,10914 Strang Line Rd.   ,Lenexa,KS,66215
B04588,700 West 21 Street   ,Cheyenne,WY,82002
B04603,1 Sysco Drive   ,Ankeny,IA,50021
B01327,PO Box 1050   ,New Roads,LA,70760
B04620,2455 The Alameda   ,Santa Clara,CA,95050
B04627,c/o Vector Property Services 1001 - 17th Street Suite 840 ,Denver,CO,80202
B04628,1971 Jagerson Ave.   ,Kingman,AZ,86409
B04629,1228 15th St #315   ,Denver,CO,80202
B04632,21300 Victory Boulevard 12th Floor  ,Woodland Hills,CA,91367
B04324,sent via e-mail: jadkins@snyderslance.com 13024 Ballantyne Corporate Place  ,Charlotte,NC,28277
B04606,Clatsop County Circuit Court P.O. Box 835 749 Commercial St. ,Astoria,OR,97103
B04634,4207 Finch Road   ,Modesto,CA,95357
B04636,"County Office Building, Atlantic City 1333 Atlantic Avenue  ",Atlantic City,NJ,08401
B04638,49 Rancocas Road   ,Mount Holly,NJ,08060
B04639,Administration Building 790 E. Commerce Street  ,Bridgeton,NJ,08302
B04640,465 Dr. Martin Luther King Jr.Boulevard   ,Newark,NJ,07102
B04642,"Main Street County Complex 71 Main Street, Building #1 PO Box 2900 ",Flemington,NJ,08822
B02890,1550 East Spruce   ,Olathe,KS,66061
B02891,3001 Broadway Street North East suite 100  ,Minneapolis,MN,55413
B02895,20 Morgan   ,Irvine,CA,92618
B02902,430 W. Pioneers Blvd.   ,Lincoln,NE,68522
B02903,"1200 Liberty Ridge Drive, Suite 100   ",Lincoln,NE,19087
B02932,1938 Fairview Avenue E Suite 300  ,Seattle,WA,98102
B04501,   ,Colorado Springs,CO,
B04524,6850 W. 47th Terrace   ,Mission,KS,66203
B05470,3770 Dunlap St. N   ,Arden Hills,MN,55112
B04529,"3715 Northside Parkway, NW Building 300 Suite 750   ",Atlanta,GA,30327
B04533,5331 Spring Valley Road   ,Dallas,TX,75254
B04573,12512 Bueno Vista   ,Leawood,KS,66209
B04574,601 S. Mckinley Avenue   ,Joplin,MO,64801
B04574,101 Range Line Road   ,Joplin,MO,64801
B04584,   ,Kansas City,MO,
B04606,Supreme Court Building 1163 State St.  ,Salem,OR,97301-2563
B04643,Mercer County Administration Building 640 South Broad Street P.O. Box 8068 ,Trenton,NJ,08650
B04606,Business and Fiscal Services Division 1163 State St.  ,Salem,OR,97301-2563
B04648,7337 Varna Avenue   ,North Hollywood,CA,91605
B04649,"101 Hooper Avenue, room 335 P.O. Box 2191  ",Toms River,NJ,08754
B04650,401 Grant Street   ,Paterson,NJ,07505
B04651,20 Grove Street P.O. Box 3000   ,Somerville,NJ,08876
B04652,1 Spring Street   ,Newton,NJ,07860
B04654,650 IDS Center 80 So 8th Street  ,Minneaoplis,MN,55402
B04655,455 Main Street   ,Worcester,MA,01608
B04656,36 Court Street   ,Springfield,MA,01103
B04657,"375 Merrimack Street 2nd Floor, Room 43  ",Lowell,MA,01852
B03858,4301 East Parham Road   ,Henrico,VA,23228
B03864,400 Washington Avenue   ,Towson,MD,21204
B03867,202 South Main Street   ,Bel Air,MD,21014
B04485,Corporate Office PO Box 4583 4700 Fremont Street ,Lincoln,NE,68504
B04517,9639 Metcalf   ,Overland Park,KS,66212
B04579,4801 Rockhill Road   ,Kansas City,MO,64110
B04583,909 Poydras Street Suite 1200   ,New Orleans,LA,70112
B04598,4004 Moulton Street   ,Greenville,TX,75401
B04599,700 N. Catherine   ,Terrell,TX,75160
B04658,1301 Second Ave. Floor 31  ,Seattle,WA,98101
B04659,435 Hamilton Street   ,Allentown,PA,18101
B04660,1400 Bristol North Suite 130  ,Newport Beach,CA,92660
B04662,13001 Central Ave NE   ,Blaine,MN,55434
B04663,Patterson City Hall 155 Market Street  ,Patterson,NJ,07505
B04665,1 Main Street   ,Woodbridge,NJ,07095
B04666,231 Third Street   ,Lakewood,NJ,08701
B04669,City of Trenton 319 East State Street  ,Trenton,NJ,08608
B04672,550 Main Street   ,Hartford,CT,064103
B04673,888 Washington Boulevard   ,Stamford,CT,06901
B04677,133 William Street   ,New Bedford,MA,02740
B04678,45 School Street   ,Brockton,MA,02301
B03874,563 North Alfred Street   ,West Hollywood,CA,90048
B03877,4500 Trenton Circle North   ,Plymouth,MN,55442
B04484,"2603 Main Street, Suite 1190   ",Irvine,CA,92614
B04486,2352 East County Road J   ,White Bear Lake,MN,55110
B04500,Sent via Email:  dannym@omahazoo.com cc:  ar1@omahazoo.com 3701 South 10th Street ,Omaha,NE,68107
B04507,15 Massirio Drive   ,Berlin,CT,06037
B04527,11460 Tomahawk Creek Parkway Suite 400   ,Leawood,KS,66211
B04532,11191 Antioch Rd. Suite 100   ,Overland Park,KS,66210
B04542,1 voctory Drive Suite 200   ,Liberty,MO,64068
B04546,7780 W. 199th Street   ,Overland Park,KS,66213
B01550,Administration 300 N. Lincoln Ave.  ,Jerome,ID,83338
B04559,4383 Tequesquite Avenue P.O. Box 868  ,Riverside,CA,92501
B04564,630 W Germantown Pike Suite 300   ,Plymouth Meeting,PA,19462
B04565,9001 W. 110th St. Suite 280   ,Overland Park,KS,66210
B04570,3120 Rogerdale Road Suite 150   ,Houston,TX,77042
B04611,2906 Main Steet   ,Santa Monica,CA,90405
B04624,41870 Mcalby Ct   ,Murrieta,CA,92562
B04645,1 East Main Street   ,Freehold,NJ,07728
B04646,County of Morris PO Box 900  ,Morristown,NJ,07963
B04675,125 East Avenue   ,Norwalk,CT,06851
B04676,795 Massachusetts Avenue   ,Cambridge,MA,02139
B04683,"P,) Box 311   ",Noristown,PA,19404
B03875,2675 Pratum Avenue   ,Hoffman Estates,IL,60192
B04489,135 Janus International Blvd   ,Temple,GA,30179
B04492,84614 Parkway Road   ,Pleasant Hill,OR,97455
B04511,601 S. Figueroa Street Suite 2150  ,Los Angeles,CA,
B04555,4301 Indian Creek Parkway   ,Overland Park,KS,66207
B04557,1712 Pease   ,Houston,TX,77003
B04562,7400 W 110th St.  Suite 700   ,Overland Park,KS,66210
B04563,10975 Grandview Dr. Suite 160   ,Overland,KS,66210
B04576,1385 Ashwood Court SE   ,Symrna,GA,30080
B04580,525 17th Street   ,Des Moines,IA,50309
B04581,1900 West Loop South Suite 400   ,Houston,TX,77027
B04582,430 West Vine St.   ,Lexington,KY,40507
B04606,Hood River County Circuit Court 309 State St.  ,Hood River,OR,97031
B04609,19871 West Fremont Road   ,Buckeye,AZ,85326
B04610,County Administration 201 S. Humbolt St.  ,Canyon City,OR,97820
B04610,Sheriff's Office 205 S. Humbolt St.  ,Canyon City,OR,97820
B02988,"VIA EMAIL: rmielbye@fpg-corp.com 50 Cocoanut Row, Suite 211  ",Palm Beach,FL,33480
B04664,50 Winfield Scott Plaza   ,Elizabeth,NJ,07201
B04668,2090 Greenwood Avenue   ,Hamilton,NJ,08609
B04684,56 East Court Street   ,Doylesville,PA,18901
B04685,201 West Front Street   ,Media,PA,19063
B04686,313 West Market Street   ,West Chester,PA,19380
B04688,200 Chesapeake Blvd Suite 2100  ,Elkton,MD,21921
B04692,5470 N. Kennebec Lane   ,Tucson,AZ,85704
B11013,Suite 100   ,Des Moines,IA,50309
B03990,222 East 4th Avenue   ,Afton,WY,83110
B04509,"2000 Monarch Tower 3424 Peachtree Rd, NE  ",Atlanta,GA,30326
B04520,5959 VIllage VIew Drive Suite 100   ,West Des Moines,IA,50266
B04521,2345 Grand Boulevard Suite 1000   ,Kansas City,MO,64108
B04384,Sent via Email: cbeeson@tetradpropertygroup.com 11422 Miracle Hills Drive #400  ,Omaha,NE,68154-4420
B04541,3100 Smoketree Court Suite 1100   ,Raleigh,NC,27604
B04551,3700 W Sam Houston Parkway South Suite 100   ,Houston,TX,77042
B04568,300 Galleria Parkway Suite 620   ,Atlanta,GA,30339
B04586,6155 Sports Village Rd.   ,Frisco,TX,75033
B04590,1187 N. Willow Ave. Suite 103 Box 300 ,Clovis,CA,93611
B04592,8111 E. 32nd St. N. Suite 101   ,Wichita,KS,67226
B04597,1117 Iliff Street   ,Pacific Palisades,CA,90272
B04606,Lane County Circuit Court 125 E. Eighth Ave.  ,Eugene,OR,97401
B04606,Fourth Judicial District Multnomah County Circuit Court 1021 S.W. Fourth Ave. ,Portland,OR,97204-1123
B04607,5120 W. Goldleaf Circle Suite 110  ,Los Angeles,CA,90056
B04616,875 N. Michigan Avenue Suite 1800   ,Chicago,IL,60611
B04626,309 E Second St   ,Pomona,CA,91766-1854
B04631,800 Convention Place   ,Seattle,WA,98101-2350
B04606,Tillamook County Courthouse 201 Laurel Ave.  ,Tillamook,OR,97141
B04606,Washington County Circuit Court 145 N.E. Second Ave. Suite 200C ,Hillsboro,OR,97124
B04386,Reeder.Holiman@am.jll.com JLL 45 South 7th Street Sute 3051 ,Minneapolis,MN,55402
B04641,Gloucester County Administration Building 2 South Broad Street PO Box 337 ,Woodbury,NJ,08096
B04273,530 Lafond Avenue   ,St. Paul,MN,55103
B03991,7459 S. Lima   ,Englewood,CO,80112
B04012,116 Casper Avenue   ,Newcastle,WY,82701
B04016,160 North Evarts Street   ,Powell,WY,82435
B04019,636 14th Avenue North   ,Greybull,WY,82426
B04487,919 Ala Moana Boulevard Room 401  ,Honolulu,HI,96814
B04509,"VIA EMAIL: carlos.asensio@nobleinvestment.com 2000 Monarch Tower 3424 Peachtree Rd, NE ",Atlanta,GA,30326
B04543,5000 Kansas Avenue   ,Kansas City,KS,66106
B01550,Sheriff's Office 300 N. Lincoln Ave.  ,Jerome,ID,83338
B04569,"30 Rowes Wharf, Suite 5300   ",Boston,MA,02110
B3590,4885 E. 52nd Place   ,Los Angeles,CA,90058-5507
B04601,315 Churchill Road   ,Fort Worth,TN,76114
B02327,P.O. Box 90790   ,Pasadena,CA,91109-0790
B10685,1850 Gateway Drive  Suite 500   ,San Mateo,CA,94404
B04460,"11422 Miracle Hills Drive, Suite 400   ",Omaha,NE,68154
B04637,1 Bergen County Plaza   ,Hackensack,NJ,07601
B04644,Middlesex County Department of Public Works 75 Bayard Street 5th Floor ,New Brunswick,NJ,08901
B04653,10 Elizabethtown Plaza   ,Elizabeth,NJ,07207
B04667,33 Washington Street   ,Toms River,NJ,08753
B04674,235 Grand Street   ,Waterbury,CT,06702
B04679,1305 Hancock Street   ,Quincy,MA,02169
B04694,2660 Peck Avenue   ,Riverton,WY,82501
B04696,7111 N.W. 210   ,Edmond,OK,73003
SI_181674,6300 West 143rd St. Suite 200   ,Overland Park,KS,66223
B04698,10625 North Country Road   ,Frisco,TX,75033
B04699,"16000 N. Dallas Parkway, Suite 500   ",Dallas,TX,75248
B04702,5910 North Central Expressway Suite 1670   ,Dallas,TX,75206-0926
B10695,804 Mikhael Ricks Drive   ,Anahuac,TX,77514
B03908,3322 Ranch Road 620 South   ,Austin,TX,78738
B02957,1205 Lakemoor Place   ,Woodbury,MN,55129
B01860,777 Grandview Drive   ,Kalispell,MT,59901
BMG064,180 N. Wabash Avenue Suite 600  ,Chicago,IL,60601-3600
BMG065,4201 Winfield Rd   ,Warrenville,IL,
B03913,100 Cherry Creek Rd   ,Dayton,TX,77535
BMG068,251 E. Huron Street   ,Chicago,IL,60611
BMG069,263 Shuman Boulevard   ,Naperville,IL,
BMG070,440 South LaSalle St Suite 2909  ,Chicago,IL,60605
BMG072,800 North Michigan Avenue   ,Chicago,IL,60611
BMG073,1901 N. Roselle Rd.   ,Schaumburg,IL,60195
B03152,555 West Monroe Street #02-05  ,Chicago,IL,60661
BMG077,444 N Michigan Ave Suite 1960  ,Chicago,IL,60611
BMG078,939 W. Huron St Unit 109  ,Chicago,IL,60642
BMG080,1605 South State Street Suite 112  ,Champaign,IL,61820
BMG083,610 South Maple Avenue Suite 1111  ,Oak Park,IL,60304-1097
B03966,278 S. McCulloch Blvd.   ,Pueblo West,CO,81007
B03145,515 North State Street Suite 1750  ,Chicago,IL,60654
B01906,Residential Life   ,Honolulu,HI,96816
B03388,2363 Tahquitz Canyon Way   ,Palm Springs,CA,92262
B01906,Physical Plant 3140 Waialae Ave.  ,Honolulu,HI,96816
B03284,1023 W. Bolan Ave.   ,Spokane,WA,99224
B03298,1301 Bailey Street   ,Waycross,GA,31501
B03969,9320 Wilshire Blvd. Suite 310  ,Beverly Hills,CA,90210
B03975,76 Batterson Park Road   ,Farmington,CT,06032
B11162,"One Marina Park Drive, 15th Floor   ",Boston,MA,02210
B11170,8715 121st St   ,La Vista,NE,68128
B11175,70 N 2nd Street   ,San Jose,CA,95113
B3455,8210 Demetre Ave   ,Sacramento,CA,95828
B03976,650 East Center Street   ,Chino Valley,AZ,86323
B07578,2 Prudential Plaza 180 North Stetson Avenue Suite 4000 ,Chicago,IL,60601
SI_182883,2301 West Plano Parkway   ,Plano,TX,75075
B10860,200 Bedford Street   ,Manchester,NH,03101
B3459,3957 Foothill Ave   ,Carlsbad,CA,92008
B3460,787 Spreckles Avenue   ,Manteca,CA,95336
BMG083,1653 W. Congress Parkway   ,Chicago,IL,60612
BMG084,40W117 Campton Crossing Dr. Suite A  ,St. Charles,IL,60175
B3723,"2808 Hillegass Avenue, #5   ",Berkeley,CA,94705
B11686,1821 North Road   ,Grand Island,NE,68802
BMG085,977 N. Oaklawn Avenue   ,Elmhurst,IL,60126
BMG088,1555 Barrington Rd   ,Hoffman Estates,IL,60618
BMG089,180 N. Michigan Avenue   ,Chicago,IL,60601
BMG090,5145 N California Avenue   ,Chicago,IL,60625
BMG091,1500 N. Halsted Street   ,Chicago,IL,60622
B03970,5319 University Drive Suite 236  ,Irvine,CA,92612
B03945,10090 N. 92nd St.   ,Scottsdale,AZ,85258
B03978,2590 Pearl Street Suite 100  ,Boulder,CO,80302
B03979,3457 Ringsby Court   ,Denver,CO,80216
B03292,1155 West Main Street   ,Shelbyville,KY,40066
B07496,Sent via Email:  wfbolte@hamilton.net 211 E Street  ,Central City,NE,68826
B3733,"12016 Telegraph Road, Suite 203   ",Santa fe Springs,CA,90670
B3734,3430 Laurel Avenue   ,Manhattan beach,CA,90266
B11163,275 Madison Avenue Floor 15  ,New York,NY,10016
B01765,512 SE 3rd St   ,Ocala,FL,34471
B3735,"2355 Crenshaw Blvd., Suite 200   ",Torrance,CA,90501
B03401,   ,Minneapolis,MN,55403
B01163,5150 S. Decatur Blvd.   ,Las Vegas,NV,89118
B06671,146 Yuma Street   ,Denver,CO,80223
B03399,   ,Plymouth,MN,55441
B00995,P O Box 3660   ,Portland,OR,97208
SI_18907,2500 Windy Ridge Parkway Suite 110  ,Atlanta,GA,30339
BMG092,1405 Lake Cook Road   ,Deerfield,IL,60015
B3725,2000 N Highland Avenue Suite 2  ,Los Angeles,CA,90068-4120
BMG095,140 East Walton Place   ,Chicago,IL,60611
B3726,"1012 Brioso Drive, Suite 108   ",Costa Mesa,CA,92627
BMG099,758 North Larrabee Street 522  ,Chicago,IL,60654
B3728,1157 Hart Zell Street   ,Los Angeles,CA,90272
B3729,2400 Rand Tower 527 Marquette Avenue  ,Minneappolis,MN,55402
BMG100,435 N. Michigan Ave.   ,Chicago,IL,60611
B10801,"8117 Preston Rd., Suite 440   ",Dallas,TX,75225
B10803,PO Box 2570   ,Waco,TX,76702-2570
SI405,"Attn:  Heather Martin 777 Main Street, Suite C-50  ",Fort Worth,TX,76102
B10900,1125 E. Campbell Road   ,Richardson,TX,75081
B10902,PO Box 22871   ,Seattle,WA,98116
B10904,6611 N. Belt Line Road   ,Irving,TX,
B10904,200 Wilmot Road   ,Deerfield,IL,60015
SI_181132,53 South Avenue   ,Burlington,MA,01803
B10906,4020 McEwen Road   ,Dallas,TX,75244
B10912,3400 West Bayshore Road   ,Palo Alto,CA,94303
B10919,1750 14th Street   ,Boulder,CO,80302
B10942,9119 Northpark Drive   ,Johnston,IA,50131
B10949,1444 NW 124th Ct   ,Clive,IA,50325-8750
B10973,"8460 Birchwood Ct., Ste 1100   ",Johnston,IA,50131
B10973,5625 Mills Civic Parkway Ste 100  ,West Des Moines,IA,50266
B10975,10101 University Ave   ,Clive,IA,50325
B3699,116 W 8th St   ,116 W 8th St,IA,52761
B3699,908 51st st.   ,West Des Moines,IA,50265
SI405,"801 Grand Avenue, Suite 250   ",Des Moines,IA,50309
B10925,80 SE laurel   ,Waukee,IA,50263
B10925,418 6th Ave STE 905   ,Des Moines,IA,50309
B10979,2015 Grand Avenue   ,Des Moines,IA,50315
B10980,"1400 Wewatta Street, Suite 350   ",Denver,CO,80202
B10982,"10888 Hickman Rd., Ste. 3B   ",Clive,IA,50325
B10988,1466 28th St Ste 200  ,West Des Moines,IA,50266
B10989,1909 Sycamore Street PO Box 456  ,Granger,IA,50109
B10990,3117 155th Circle   ,Urbandale,IA,50323
SORG584,4001 Westown Pkwy   ,West Des Moines,IA,50009
B10993,2141 Rosecrans Suite 6100  ,El Segundo,CA,90245
B10994,700 Walnut Street Ste 1600  ,Des Moines,IA,50309
B10996,2323 Dixon Street   ,Des Moines,IA,50316
B10998,12701 University Ave   ,Clive,IA,50325
B10999,12701 University Ave   ,Clive,IA,50325
B11000,475 SE Alices Road Ste D1  ,Waukee,IA,50263
B11001,6165 NW 86th Street   ,Johnston,IA,50131
B10901,5360 Legacy Drive   ,Plano,TX,75024
B10905,480 Houser Way N.   ,Renton,WA,98057
B10948,3101 Ingersoll Avenue   ,Des Moines,IA,50312
B10999,1185 SE University   ,Waukee,IA,50263
B11002,3505 SE Crossroads Drive   ,Grimes,IA,50111
B11020,508 East Locust Street   ,Des Moines,IA,50309
B11023,2000 Fuller Road   ,West Des Moines,IA,50265
B11023,418 6th Ave STE 905   ,Des Moines,IA,50309
B11023,80 SE laurel   ,Waukee,IA,50263
B11024,2601 West Briggs   ,Fairfield,IA,52556
B11026,627 E Locust   ,Des Moines,IA,50309
B11027,2882 106th   ,Urbandale,IA,50322
B11028,6600 University Ave.   ,Des Moines,IA,50324
B11030,8711 Windsor Parkway Ste 2  ,Johnston,IA,50131
B11035,33770 L Ave   ,Adel,IA,50003
B11038,309 Locust St   ,Des Moines,IA,50309
B11040,7250 El Rancho Ave.   ,Des Moines,IA,50324
B11046,520 Walnut Street   ,Des Moines,IA,50309
SORG883,210 Walnut St. Room 749   ,Des Moines,IA,50309
B11047,5910 University Avenue   ,West Des Moines,IA,50266
B11049,4705 NE 22nd St.   ,Des Moines,IA,50313
B11050,666 Walnut St   ,Des Moines,IA,50309
B11051,200 Aurora Industrial Pkwy   ,Aurora,OH,44202
B11054,3565 University Ave   ,Waterloo,IA,50701
B11056,601 SW 9th St Ste. B   ,Des Moines,IA,50309
B04575,"9850 NW 41st Street, Suite 100   ",Miami,FL,33178
B01061,1 Oak Boulevard Suite 70  ,Hollywood,FL,33020
B11059,P. O. Box 622   ,Panora,IA,50216
B11060,2163 NW 111th Street   ,Clive,IA,50325
WRL1402,501 SW 7th St. Suite E   ,Des Moines,IA,50309
B11063,"204 SW 2nd, Ste 200   ",Des Moines,IA,50309
B08414,"12345 University Ave., Ste 100   ",Clive,IA,50325
B11065,P.O. Box 3825   ,Urbandale,IA,50323
SORG232,Planning & Project Management Ford House Office Bldg; Rm 532 2nd & D Street SW ,Washinton,DC,20515
B10936,1416 Cummins Parkway   ,Des Moines,IA,50311
B10947,"666 Grand Avenue, Suite 2000   ",Des Moines,IA,50309
B10952,2540 73rd St.   ,Urbandale,IA,50322
B10953,6221 Merle Hay Road   ,Johnston,IA,50131
B10954,230 W Hickman Road   ,Waukee,IA,50263
B10957,6581 University Ave.   ,Windsor Heights,IA,50324
B10959,13375 Unviersity Ave   ,Clive,IA,50325
B10961,"5550 Wild Rose Lane, Suite 400   ",West Des Moines,IA,50266
B10964,218 1/2 5th Street   ,West Des Moines,IA,50265
B10970,5400 Univeristy Ave   ,West Des Moines,IA,50266
B10974,1444 NW 124th CT   ,DES MOINES,IA,50325
B10975,12257 University Avenue Ste 100  ,Clive,IA,50325
B10975,316 South Duff Ave   ,Ames,IA,50010
B10977,6060 N Central Expressway   ,Dallas,TX,75206
SI405,711 High Street   ,Des Moines,IA,50392
B10981,9130 Guilford Road   ,Columbia,MD,21046
B10983,4800 Mills Civic Pkwy #100   ,West Des Moines,IA,50265
B10985,4663 121st Street   ,Urbandale,IA,50323
B10986,1820 NW 118th St. Ste 110 PO Box 71637  ,Clive,IA,50325
B10987,3510 Kimball Ave Suite H  ,Waterloo,IA,50702
B10991,755 W. Bridge Road   ,Polk City,IA,50226
B10992,"100 Court Aveneu, Ste 400   ",Des Moines,IA,50309
B10991,16390 Holcomb Court   ,Clive,IA,50325
B10995,1200 Valley West Drive Ste 30  ,West Des Moines,IA,50266
B10997,4900 University Ave Ste 110  ,West Des Moines,IA,50266
B11005,7101 Vista Dr   ,West Des Moines,IA,50266
B11005,6600 University Ave   ,Des Moines,IA,50324
B11008,108 3rd St Suite 100  ,Des Moines,IA,50309
B10907,"3000 Kellway Drive, Suite 150   ",Carrollton,TX,75006
B10907,PO Box 809441   ,Chicago,IL,60680
B10910,1380 W. 50 S.   ,Centerville,UT,84014
B10911,1040 No. 2200 W. Suite 100  ,Salt Lake City,UT,84116
SI_182355," 900 Long Ridge Road, Bldg 2  ",Stamford,CT,06902
B10915,323 Washington Ave No Suite 170  ,Minneapolis,MN,55401
B10917,   ,Beaumont,TX,
B10922,4801 E. Washington Street Suite 200  ,Phoenix,AZ,85034
B10984,1333 Ohio St   ,Des Moines,IA,50314
B11010,4140 E 14th Street   ,Des Moines,IA,50313
B02214,"4125 Westown Parkway, Suite 100   ",West Des Moines,IA,50263
B11013,1300 Walnut Street Ste 100  ,Des Moines,IA,50309
B11015,9500 University Avenue Ste 2112  ,West Des Moines,IA,50266
B11016,708 N Ankeny Blvd Ste B  ,Ankeny,IA,50023
B11017,512 1/2 East Grand Ave   ,Des Moines,IA,50309
B11021,510 E Locust St Ste 104  ,Des Moines,IA,50309
B11032,6505 Merle Hay Rd Ste A  ,johnston,IA,50131
B11039,929 Martha's Way   ,Hiawatha,IA,52233
B11041,"1350 NW 138th Street, Suite 450   ",Clive,IA,50325
B11042,5901 Thornton Avenue   ,Des Moines,IA,50321
B11045,6205 Mills Civic Pkwy   ,Des Moines,IA,50315
B11048,1200 Valley West Dr Suite 207  ,West Des Moines,IA,50265
B11052,PO Box 195   ,Grimes,IA,50111
B11053,100 Share Way NW   ,Altoona,IA,50009
B11057,6700 Westown Pkwy   ,West Des Moines,IA,50266
B11058,1311 S. 17th Avenue   ,Hollywood,FL,33020
B11062,5465 Greenwood Ave   ,Pleasant Hill,IA,50327
B11066,1305 SW 37th Street   ,Grimes,IA,50111
B11042,"420 Watson Powell Jr Way, Suite 100   ",Des Moines,IA,50309
B11069,1305 E. Broadway Ave   ,Des Moines,IA,50313
B11072,1102 East 8th Street   ,Hays,KS,67601
B11292,2929 E. Commercial Blvd. Penthouse D.  ,Fort Lauderdale,FL,33308
B11007,1707 High Street   ,Des Moines,IA,50309
B11009,   ,Des Moines,IA,50321
B11033,800 5th Avenue Suite 3700  ,Seattle,WA,98104
B10416,Sent via Email: FSINVOICE@midamerican.com Mid American Energy Company 500 E Court Avenue ,Des Moines,IA,50309
B11098,7000 NW 62nd Ave   ,Johnston,IA,50131
B11106,1601 22nd Street   ,West Des Moines,IA,50266
B11109,500 1st ave NE #301   ,Cedar Rapids,IA,52401
B11110,1601 West Lakes Pkwy Ste 300  ,West Des Moines,IA,50266
B11114,4848 86th st   ,urbandale,IA,50322
B11118,4154 SE Capitol Cir   ,Grimes,IA,50111
B11128,3309 W. Waukegan Rd   ,McHenry,IL,60050
B11132,1011 S. Drive Sutton Hall Room 231 ,Indiana,PA,15705
B11133,4055 Valley View Lane Suite 1000  ,Dallas,TX,75244
