,Region,School Name,12.	What are your 5 most important concerns about the condition of the site and building(s) on your campus?  ,Top5,g.  Sensory Room,h.  Independent Learning Lab,i.  Autism Room,b.  Air conditioning,Quality Of Classrooms,Leverage Outdoor Space,Community Assembly,Overall,Perception of Environment heat,Toilet Facilities,Columns Need Repair,Air Conditioner,Paint,Leak,Roof,Ceiling,Fungus Mold,Electric,Plumbing,Fence,Gate,Pests
252,Ponce,LOAIZA CORDERO DEL ROSARIO	58305,It is closed is not in a condition of parking,closed condition parking,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
253,Ponce,LUCY GRILLASCA	52365,"Filtered faith ceiling 
Electrical substation
Accumulation of water in indoor court
Security in the rooms bars
Severely damaged doors",filter faith ceiling electrical substation accumulation water indoor court security room bar severely damage door,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0
254,Bayamón,LUDOVICO COSTOSO	70094,"The physical plant requires paints walls, doors and court. Trees are required to prune dry power lines. In the independent living room it has a crack.",physical plant require paint wall door court tree require prune dry power line independent living room crack,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0
255,Ponce,LUIS A FERRE AGUAYO	53579,"Start of the reconstruction process after the earthquakes. To date, the structure has been inspected on multiple occasions, but no repair auction has been awarded.  ",start reconstruction process earthquake date structure inspect multiple occasion repair auction award,0.0,,,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
256,Arecibo,LUIS FELIPE RODRIGUEZ GARCIA	11756,"Need for lounges 
Paint of very deteriorated physical plant 
Leaks 
Roof and window arrangements of the court",need lounge paint deteriorate physical plant leak roof window arrangement court,0.0,0.0,3.0,3.0,0.0,0.0,3.0,2.0,2.0,2.0,0,0,1,1,1,0,0,0,0,0,0,0
257,Humacao,LUIS HERNAIZ VERONNE	33340,"Electricity system is not ""reliable""",electricity system reliable,,,,3.0,3.0,4.0,4.0,4.0,4.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0
258,Bayamón,LUIS M SANTIAGO	71498,"Photocells of the intermediate area all do not work.
Problems with water pressure.
They come and detach from the ceiling bulb in the director's bathroom.
Water filtration in several rooms.
Problems of pigeons in the intermediate court.",photocell intermediate area work problem water pressure come detach ceiling bulb director bathroom water filtration several room problem pigeon intermediate court,,2.0,,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1
259,Arecibo,LUIS MUÑOZ MARIN	17111,"1. Fence around the school
2. Roof in the wing this crack repair that makes 4 rooms 
3. Floor repair 
4. Painting 
5. Tree pruning 
6. Cables without function in the structure 
7 . Ramp
",fence around school roof wing crack repair make room floor repair paint tree pruning cable without function structure ramp,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0,0,1,0,1,0,0,0,0,1,0,0
260,Humacao,LUIS MUÑOZ MARIN	34264,"1. Student Toilets Unit- they are not in operation, they do not discharge.
2. Ceiling leaks- living rooms are filtered every time it rains
3. The school gates (back) are down since Hurricane Maria
4. Corroded and detached bars as well as the ramp of the disabled.
5. School court with corroded baskets and useless bleachers.",student toilet unit operation discharge ceiling leak live room filter every time rain school gate since hurricane maria corrode detached bar ramp disabled school court corrode basket useless bleacher,2.0,,,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0,0,0,1,0,1,0,0,1,0,1,0
261,Ponce,LUIS MUÑOZ MARIN	51763,"The school is being built in Good condition, soon the short columns will be repaired. It has problems of filtration in the rooms, there are molten bulbs, lack of paint, there is no substation, a pole that must be demolished because it is cracked. Mesh is needed to control pigeons on the court and lighting.",school build good condition soon short column repair problem filtration room melt bulbs lack paint substation pole must demolish crack mesh need control pigeon court light,,2.0,,1.0,0.0,1.0,0.0,2.0,0.0,3.0,1,0,1,0,0,0,0,0,0,0,0,1
262,Arecibo,LUIS MUÑOZ RIVERA	11395,Garvalun structures with leaks. No staircase to the second level. Children's bathrooms need remodeling broken door mochettas. Court rusty baskets without painting floor.,garvalun structure leak staircase second level child bathroom need remodel broken door mochettas court rusty basket without paint floor,,,,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0
263,Ponce,LUIS MUÑOZ RIVERA	13425,The structures of the school staff are in acceptable conditions to offer the educational service.,structure school staff acceptable condition offer educational service,,3.0,,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
264,Humacao,LUIS MUÑOZ RIVERA	22327,"Roof filtration in some areas of academic buildings and by lighting, some visible screams, rupture of some formicas that cause rainwater to wet corridors.",roof filtration area academic building light visible screams rupture formica cause rainwater wet corridor,0.0,0.0,0.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0
265,Humacao,LUIS MUÑOZ RIVERA	30924,"Our school enjoys a comfortable land space for our elementary school children.  With 13 academic halls, a library and an administrative office.
1.Me is concerned about the need for an office for the nurse and the School Psychologist, since this area is confidential information. (The school has land to build those two offices)
2. Repair the roof of the balcony of the library which is deteriorating as a result of the water exposure( This ceiling is made of wood with an approximate measure of 12 long x 5 wide)
3. Our warehouse is small we would like to expand it. ( The school has the area for this request)
4.Structures need roof sealing 3 building.
5. Replace the second fence parking gate (It is preferred to change it to a fence and electronically.",school enjoy comfortable land space elementary school child academic hall library administrative office concern need office nurse school psychologist since area confidential information school land build two office repair roof balcony library deteriorate result water exposure ceiling make wood approximate measure long x wide warehouse small expand school area request structure need roof seal building replace second fence park gate preferred change fence electronically,,,,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,1,1,0,0,0,1,1,0
266,Humacao,LUIS MUÑOZ RIVERA	30924,"Our main concerns are directed to structures within the school campus, since our site is one appropriate for the academic level offered by our school. Here are our concerns:
1- Replace the ceiling of the balcony of the Library, since it is made of wood. It measures 12 feet long and approximately 5 feet wide.
2- I need to build two offices. One for the School Nurse and one for the Psychologist, as it is needed by the Confidentiality Act. (Our school has the space to build them.)
3- Our school has a warehouse which is deteriorated by the passage of time.  We need to fix and expand that place. (Our school has the space for such an extension.)
4-Sealing of ceiling of 4 rooms.  (The rooms are Library, grades 4to-1, 4to-2 and 5to-1)
5- Replacement of parking gate, since it is galvanized. (Manufacture of electric gate)
 ",main concern direct structure within school campus since site appropriate academic level offer school concern replace ceiling balcony library since make wood measure foot long approximately foot wide need build two office school nurse psychologist need confidentiality act school space build school warehouse deteriorate passage time need fix expand place school space extension seal ceiling room room library grade replacement park gate since galvanize manufacture electric gate,,,,4.0,3.0,3.0,3.0,3.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
267,Ponce,LUIS MUÑOZ RIVERA	50773,"1. It is necessary that they come to visit school and give an accurate diagnosis of the damage to be repaired.
2. Arrangement of short columns
3. Verify, arrange and put into use the classrooms so that our students have the opportunity for a full schedule.
4. We need to start operating as soon as possible for our children
5. Fix what is necessary before it continues to deteriorate.",necessary come visit school give accurate diagnosis damage repair arrangement short column verify arrange put use classroom student opportunity full schedule need start operate soon possible child fix necessary continue deteriorate,,,,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0
268,Bayamón,LUIS PALES MATOS 70581,"Short Columns, Electricity, Damaged Elevator. Round gates, Roof - need to seal roof,
stair railings in noticeable deterioration, Gazebo pigeon problems",short column electricity damage elevator round gate roof need seal roof stair railing noticeable deterioration gazebo pigeon problem,,,,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1,0,0,0,1,0,0,1,0,0,1,1
269,Caguas,LUIS RAMOS GONZALEZ	20909,"Electrical distribution
Painting
Indoor court
Bathrooms
Windows",electrical distribution paint indoor court bathroom window,1.0,0.0,,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0
270,Arecibo,LUISA M VALDERRAMA  (SAN ANTONIO)	71134,"The school has deterioration, the short columns have not been fixed, plague in most of the earth-eating rooms, the roots of a tree is lifting the cement and this presents an architectural barrier, in addition to the fact that there are doors that do not open well, the roof of the lobby with the hurricane lost a piece to iron and is moldy,  the roof of the school is leaked, the gate of the entrance parking lot is left every day from the canal and can fall on a person or student, school paint, covered and deteriorated bathrooms.",school deterioration short column fix plague earth eat room root tree lift cement present architectural barrier addition fact door open roof lobby hurricane lose piece iron moldy roof school leak gate entrance parking leave every day canal fall person student school paint cover deteriorate bathroom,0.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,0,1,1,1,0,1,0,0,0,1,0
271,Humacao,LUZ A CRUZ DE SANTANA	35071,"Maintenance of the roof treatment.
Painting in building and bars
Lack of outdoor lighting
Lack of cistern and power plant
Parking paving and taping painting
Floor conditioning (exposed rods and lack of polish)",maintenance roof treatment paint building bar lack outdoor light lack cistern power plant park pave tap paint floor conditioning expose rod lack polish,,,,0.0,2.0,2.0,0.0,2.0,2.0,2.0,0,0,1,0,1,0,0,0,0,0,0,0
272,Ponce,LYSANDER BORRERO TERRY	58180,"Parking with sinking. Green areas. Door mismatching. Lack of air conditioners, court area without lights. Roof leaks throughout the school including the court",park sink green area door mismatch lack air conditioner court area without light roof leak throughout school include court,,,,1.0,2.0,2.0,3.0,1.0,1.0,2.0,0,1,0,1,1,0,0,0,1,0,0,0
273,Bayamón,MANUEL BOU GALI	70870,"The 5 main concerns are:
1. The school is divided by the main road of the village and a pedestrian bridge is used.
2. The area of the hill requires to be asphalted for school entry.
3. Some accesses to the entrance areas need to be corrected.
4. The physical structure requires revision in its fogging.
5. Review on all buildings by years of construction.",main concern school divide main road village pedestrian bridge use area hill require asphalted school entry access entrance area need correct physical structure require revision fog review building year construction,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0
274,Ponce,MANUEL F ERNANDEZ JUNCOS	51706,"1. STUDENT TOILETS DO NOT SERVE (PIPE) AWAITING REPAIR .URGENT NEEDED
2. AN ELECTRICAL SUBSTATION IS VERY NECESSARY
3. ROOF BETWEEN MAIN BUILDING AND SCHOOL CANTEEN
4. HANDICAPPED RAMP TO THE SECOND FLOOR OF THE MAIN BUILDING
5. REMOVE WAGON FROM THE YARD, IT IS UNNECESSARY",student toilet serve pipe await repair urgent need electrical substation necessary roof main building school canteen handicap ramp second floor main building remove wagon yard unnecessary,0.0,,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,0,0,0,0,1,0,0,1,1,0,0,0
